"Area 7","Reilly, Matthew"
"Ice Station","Reilly, Matthew"
"Scarecrow","Reilly, Matthew"
"Seven Deadly Wonders","Reilly, Matthew"
"Zebra-Striped Hearse, The","Macdonald, Ross"
"Blue Hammer, The","Macdonald, Ross"
"Find a Victim","Macdonald, Ross"
"Doomsters, The","Macdonald, Ross"
"Far Side of the Dollar, The","Macdonald, Ross"
"Drowning Pool, The","Macdonald, Ross"
"Instant Enemy, The","Macdonald, Ross"
"Barbarous Coast, The","Macdonald, Ross"
"Ferguson Affair, The","Macdonald, Ross"
"Ivory Grin, The","Macdonald, Ross"
"Way Some People Die, The","Macdonald, Ross"
"Wycherly Woman, The","Macdonald, Ross"
"Goodbye Look, The","Macdonald, Ross"
"Black Money","Macdonald, Ross"
"Meet Me at the Morgue","Macdonald, Ross"
"Chill, The","Macdonald, Ross"
"Moving Target, The","Macdonald, Ross"
"Galton Case, The","Macdonald, Ross"
"Underground Man, The","Macdonald, Ross"
"Sleeping Beauty","Macdonald, Ross"
"Isle of the Dead","Zelazny, Roger"
"This Immortal","Zelazny, Roger"
"Changeling","Zelazny, Roger"
"Roadmarks","Zelazny, Roger"
"Lord of Light","Zelazny, Roger"
"Eye of Cat","Zelazny, Roger"
"Dream Master, The","Zelazny, Roger"
"He Who Shapes","Zelazny, Roger"
"Damnation Alley","Zelazny, Roger"
"Farce to Be Reckoned With, A","Zelazny, Roger & Sheckley, Robert"
"If at Faust You Don't Succeed","Zelazny, Roger & Sheckley, Robert"
"Bring Me The Head Of Prince","Zelazny, Roger"
"Madwand","Zelazny, Roger"
"Night in the Lonesome October, A","Zelazny, Roger"
"Time and the Gods","Dunsany, Lord"
"Land of Laughs, The","Carroll, Jonathan"
"Book of the New Sun Vol 1: Shadow and Claw","Wolfe, Gene"
"Wall of Serpents","Camp, L. Sprague de & Pratt, Fletcher"
"Mistress of Mistresses","Eddison, E. R."
"Riddlemaster of Hed","McKillip, Patricia A."
"Replay","Grimwood, Ken"
"Forgotten Beasts of Eld, The","McKillip, Patricia A."
"Broken Sword, The","Anderson, Poul"
"Exotic Enchanter, The","Camp, L. Sprague de & Stasheff, Christopher"
"Beauty","Tepper, Sheri S."
"Voice of Our Shadow","Carroll, Jonathan"
"Lyonesse I - Suldun's Garden","Vance, Jack"
"Iron Dragon's Daughter, The","Swanwick, Michael"
"Conan Chronicles Vol 1: The People of the Black Circle, The","Howard, Robert E."
"Something Wicked This Way Comes","Bradbury, Ray"
"Emperor of Dreams","Smith, Clark Ashton"
"Lyonesse II - The Green Pear and Madouc","Vance, Jack"
"Anubis Gates, The","Powers, Tim"
"Peace","Wolfe, Gene"
"Well of the Unicorn, The","Pratt, Fletcher"
"House on the Borderland and Other Novels, The","Hodgson, William Hope"
"Fevre Dream","Martin, George R. R."
"Book of the New Sun Vol 2: Sword and Citadel, The","Wolfe, Gene"
"Lud-In-The-Mist","Mirrlees, Hope"
"Gloriana","Moorcock, Michael"
"Chronicles of Corum, The","Moorcock, Michael"
"Enchanter Reborn","Camp, L. Sprague de & Stasheff, Christopher"
"Little, Big","Crowley, John"
"Darker Than You Think","Williamson, Jack"
"Voyage to Arcturus, A","Lindsay, David"
"Compleat Enchanter, The","Camp, L. Sprague de & Pratt, Fletcher"
"Time and Again","Finney, Jack"
"Worm Ouroboros, The","Eddison, E. R."
"Dragon Waiting, The","Ford, John"
"Grendel","Gardner, John"
"Rudyard Kipling's Tales of Horror and Fantasy","Kipling, Rudyard"
"Three Hearts and Three Lions","Anderson, Poul"
"Sea Kings of Mars and Otherwolrdly Stories","Brackett, Leigh"
"Chronicles of Amber, The","Zelazny, Roger"
"History of the Runestaff, The","Moorcock, Michael"
"Elric: The Stealer of Souls","Moorcock, Michael"
"Viriconium","Harrison, M. John"
"Conan Chronicles 2 : The Hour of the Dragon, The","Howard, Robert E."
"Black Gods and Scarlet Dreams","Moore, C.L."
"WAS","Ryman, Geoff"
"Mabinogion, The","Walton, Evangeline"
"Tales of the Dying Earth","Vance, Jack"
"King of Elflands Daughter","Dunsany, Lord"
"Song of Kali","Simmons, Dan"
"First Book of Lankhmar, The","Leiber, Fritz"
"Second Book of Lankhmar, The","Leiber, Fritz"
"Coinspinner's Story","Saberhagen, Fred"
"Empire of the East","Saberhagen, Fred"
"Berserker Fury","Saberhagen, Fred"
"Berserker","Saberhagen, Fred"
"Gods of Fire and Thunder","Saberhagen, Fred"
"Shieldbreaker's Story","Saberhagen, Fred"
"Berserker's Star","Saberhagen, Fred"
"Berserker's Planet","Saberhagen, Fred"
"God of the Golden Fleece","Saberhagen, Fred"
"Berserker Prime","Saberhagen, Fred"
"Berserker Base","Saberhagen, Fred"
"Third Book of Swords","Saberhagen, Fred"
"Woundhealer's Story","Saberhagen, Fred"
"Sightblinder's Story","Saberhagen, Fred"
"Mindsword's Story","Saberhagen, Fred"
"Rogue Berserker","Saberhagen, Fred"
"Arms of Hercules, The","Saberhagen, Fred"
"Shiva in Steel","Saberhagen, Fred"
"Second Book of Swords, The","Saberhagen, Fred"
"Berserker Wars","Saberhagen, Fred"
"Brother Assassin","Saberhagen, Fred"
"First Book of Swords, The","Saberhagen, Fred"
"Ariadne's Web","Saberhagen, Fred"
"Berserker Kill","Saberhagen, Fred"
"Farslayer's Story","Saberhagen, Fred"
"Stonecutter's Story","Saberhagen, Fred"
"Berserker Blue Death","Saberhagen, Fred"
"Wayfinder's Story","Saberhagen, Fred"
"Berserker Throne, The","Saberhagen, Fred"
"Ultimate Enemy, The","Saberhagen, Fred"
"Berserker Man","Saberhagen, Fred"
"Face of Apollo, The","Saberhagen, Fred"
"Berserker Attack","Saberhagen, Fred"
"Body Work","Paretsky, Sara"
"Total Recall","Paretsky, Sara"
"Blood Shot","Paretsky, Sara"
"Hard Time","Paretsky, Sara"
"Burn Marks","Paretsky, Sara"
"Tunnel Vision","Paretsky, Sara"
"Critical Mass","Paretsky, Sara"
"Hardball","Paretsky, Sara"
"Bitter Medicine","Paretsky, Sara"
"Killing Orders","Paretsky, Sara"
"Breakdown","Paretsky, Sara"
"Guardian Angel","Paretsky, Sara"
"Indemnity Only","Paretsky, Sara"
"Blacklist","Paretsky, Sara"
"Fire Sale","Paretsky, Sara"
"Deadlock","Paretsky, Sara"
"Nightwings","Silverberg, Robert"
"Mike Hammer Collection Vol 1, The","Spillane, Mickey"
"Elephant for Aristotle, An","Camp, L. Sprague de"
"Divide and Rule","Camp, L. Sprague de"
"Honorable Barbarian, The","Camp, L. Sprague de"
"Lest Darkness Fall","Camp, L. Sprague de"
"Goblin Tower, The","Camp, L. Sprague de"
"Prisoner of Zhamanak, The","Camp, L. Sprague de"
"Stones of Nomuru, The","Camp, L. Sprague de & Camp, Catherine Crook de"
"Tales from Gavagan's Bar","Camp, L. Sprague de & Pratt, Fletcher"
"Purple Pterodactyls, The","Camp, L. Sprague de"
"Tritonian Ring, The","Camp, L. Sprague de"
"Sprague de Camp's New Anthology","Camp, L. Sprague de"
"Virgin of Zesh & the Tower of Zanid, The","Camp, L. Sprague de"
"Hand of Zei, The","Camp, L. Sprague de"
"Bones of Zora, The","Camp, L. Sprague de & Camp, Catherine Crook de"
"Bronze God of Rhodes, The","Camp, L. Sprague de"
"Arrows of Hercules, The","Camp, L. Sprague de"
"Search for Zei, The","Camp, L. Sprague de"
"Wheels of If, The","Camp, L. Sprague de"
"Dragon of the Ishtar Gate, The","Camp, L. Sprague de"
"Unbeheaded King, The","Camp, L. Sprague de"
"Undesired Princess and the Enchanted Bunny, The","Camp, L. Sprague de & Drake, David"
"Best of L. Sprague de Camp, The","Camp, L. Sprague de"
"Queen of Zamba, The","Camp, L. Sprague de"
"Carnelian Cube, The","Camp, L. Sprague de"
"Castle of Iron, The","Camp, L. Sprague de & Pratt, Fletcher"
"Golden Wind","Camp, L. Sprague de"
"Reluctant Shaman, The","Camp, L. Sprague de"
"Swords of Zinjaban, The","Camp, L. Sprague de"
"Hostage of Zir, The","Camp, L. Sprague de"
"Genus Homo","Camp, L. Sprague de & Miller, P. Schuyler"
"Clocks of Iraz, The","Camp, L. Sprague de"
"Great Fetish, The","Camp, L. Sprague de"
"Gun for Dinosaur, A","Camp, L. Sprague de"
"Glory That Was, The","Camp, L. Sprague de"
"Land of Unreason","Pratt, Fletcher & Camp, L. Sprague de"
"Venom Trees of Sunga, The","Camp, L. Sprague de"
"Pixilated Peeress, The","Camp, L. Sprague de"
"Incorporated Knight, The","Camp, L. Sprague de"
"Enchanter Completed, The","Turtledove, Harry"
"Calories & The Colorful Character","Camp, L. Sprague de"
"Continent Makers, The","Camp, L. Sprague de"
"Rogue Queen","Camp, L. Sprague de"
"Fallible Fiend, The","Camp, L. Sprague de"
"Rivers of Time","Camp, L. Sprague de"
"Short Stories","Camp, L. Sprague de"
"Warlock in Spite of Himself, The","Stasheff, Christopher"
"Warlock Wandering, The","Stasheff, Christopher"
"Warlock Unlocked, The","Stasheff, Christopher"
"Recoil","Thompson, Jim"
"killer inside me, The","Thompson, Jim"
"Heed the thunder","Thompson, Jim"
"Texas by the Tail","Thompson, Jim"
"Nothing More Than Murder","Thompson, Jim"
"South of Heaven","Thompson, Jim"
"King Blood","Thompson, Jim"
"Roughneck","Thompson, Jim"
"Golden Gizmo, The","Thompson, Jim"
"Car in the Mexican Quarter, The","Thompson, Jim"
"Getaway, The","Thompson, Jim"
"Swell-Looking Babe, A","Thompson, Jim"
"Transgressors, The","Thompson, Jim"
"Flaw In The System, The","Thompson, Jim"
"Rip-Off, The","Thompson, Jim"
"Cellini Chalice, The","Thompson, Jim"
"Now and on Earth","Thompson, Jim"
"Wild Town","Thompson, Jim"
"Nothing Man, The","Thompson, Jim"
"Bad Boy","Thompson, Jim"
"Savage Night","Thompson, Jim"
"Hell of a Woman, A","Thompson, Jim"
"Kill-Off, The","Thompson, Jim"
"Alcoholics, The","Thompson, Jim"
"Bellhop - Blood From A Turnip","Thompson, Jim"
"After Dark, My Sweet","Thompson, Jim"
"Criminal, The","Thompson, Jim"
"Pop. 1280","Thompson, Jim"
"Grifters, The","Thompson, Jim"
"Cropper's Cabin","Thompson, Jim"
"Pearl, The","Steinbeck, John"
"In Dubious Battle","Steinbeck, John"
"Red Pony, The","Steinbeck, John"
"Of Mice and Men","Steinbeck, John"
"Acts of King Arthur and His Noble Knights, The","Steinbeck, John"
"Once There Was a War","Steinbeck, John"
"East of Eden","Steinbeck, John"
"Cannery Row","Steinbeck, John"
"Pastures of Heaven, The","Steinbeck, John"
"Cup of Gold","Steinbeck, John"
"Tortilla Flat","Steinbeck, John"
"Log from the Sea of Cortez, The","Steinbeck, John"
"Winter of Our Discontent, The","Steinbeck, John"
"Moon Is Down, The","Steinbeck, John"
